experiment_id,video_id,model_name,technique_name,rag_enabled,gt_ingredient_count,pred_ingredient_count,true_positives,false_positives
2847,50,MedGemma 4B,few-shot,0,4,4,16,0
2848,50,MedGemma 4B,chain-of-thought,0,4,10,40,0
2849,50,MedGemma 4B,structured-output,0,4,10,40,0
2850,21,Llama 3.2 3B Instruct,zero-shot,0,16,3,48,0
2851,21,Llama 3.2 3B Instruct,few-shot,0,16,13,208,0
2853,21,Llama 3.2 3B Instruct,structured-output,0,16,17,272,0
2855,21,Phi-4-mini 3.8B Instruct,few-shot,0,16,17,272,0
2856,21,Phi-4-mini 3.8B Instruct,chain-of-thought,0,16,3,48,0
2857,21,Phi-4-mini 3.8B Instruct,structured-output,0,16,12,192,0
2858,21,Qwen 2.5 3B Instruct,zero-shot,0,16,11,176,0
2859,21,Qwen 2.5 3B Instruct,few-shot,0,16,3,48,0
2860,21,Qwen 2.5 3B Instruct,chain-of-thought,0,16,10,160,0
2861,21,Qwen 2.5 3B Instruct,structured-output,0,16,12,192,0
2862,21,Gemma-SEA-LION v4 4B,zero-shot,0,16,13,208,0
2863,21,Gemma-SEA-LION v4 4B,few-shot,0,16,14,224,0
2864,21,Gemma-SEA-LION v4 4B,chain-of-thought,0,16,13,208,0
2865,21,Gemma-SEA-LION v4 4B,structured-output,0,16,15,240,0
2866,21,MedGemma 4B,zero-shot,0,16,14,224,0
2867,21,MedGemma 4B,few-shot,0,16,14,224,0
2868,21,MedGemma 4B,chain-of-thought,0,16,15,240,0
2869,21,MedGemma 4B,structured-output,0,16,18,288,0
2870,22,Llama 3.2 3B Instruct,zero-shot,0,9,14,126,0
2871,22,Llama 3.2 3B Instruct,few-shot,0,9,17,153,0
2874,22,Phi-4-mini 3.8B Instruct,zero-shot,0,9,4,36,0
2875,22,Phi-4-mini 3.8B Instruct,few-shot,0,9,8,72,0
2876,22,Phi-4-mini 3.8B Instruct,chain-of-thought,0,9,7,63,0
2877,22,Phi-4-mini 3.8B Instruct,structured-output,0,9,7,63,0
2878,22,Qwen 2.5 3B Instruct,zero-shot,0,9,15,135,0
2879,22,Qwen 2.5 3B Instruct,few-shot,0,9,11,99,0
2880,22,Qwen 2.5 3B Instruct,chain-of-thought,0,9,12,108,0
2882,22,Gemma-SEA-LION v4 4B,zero-shot,0,9,17,153,0
2883,22,Gemma-SEA-LION v4 4B,few-shot,0,9,17,153,0
2884,22,Gemma-SEA-LION v4 4B,chain-of-thought,0,9,18,162,0
2885,22,Gemma-SEA-LION v4 4B,structured-output,0,9,17,153,0
2886,22,MedGemma 4B,zero-shot,0,9,19,171,0
2887,22,MedGemma 4B,few-shot,0,9,19,171,0
2888,22,MedGemma 4B,chain-of-thought,0,9,19,171,0
2889,22,MedGemma 4B,structured-output,0,9,16,144,0
2890,23,Llama 3.2 3B Instruct,zero-shot,0,12,16,192,0
2891,23,Llama 3.2 3B Instruct,few-shot,0,12,17,204,0
2892,23,Llama 3.2 3B Instruct,chain-of-thought,0,12,16,192,0
2893,23,Llama 3.2 3B Instruct,structured-output,0,12,15,180,0
2894,23,Phi-4-mini 3.8B Instruct,zero-shot,0,12,5,60,0
2895,23,Phi-4-mini 3.8B Instruct,few-shot,0,12,1,12,0
2896,23,Phi-4-mini 3.8B Instruct,chain-of-thought,0,12,1,12,0
2897,23,Phi-4-mini 3.8B Instruct,structured-output,0,12,2,24,0
2898,23,Qwen 2.5 3B Instruct,zero-shot,0,12,4,48,0
2899,23,Qwen 2.5 3B Instruct,few-shot,0,12,13,156,0
2900,23,Qwen 2.5 3B Instruct,chain-of-thought,0,12,9,108,0
2901,23,Qwen 2.5 3B Instruct,structured-output,0,12,10,120,0
2902,23,Gemma-SEA-LION v4 4B,zero-shot,0,12,4,48,0
2903,23,Gemma-SEA-LION v4 4B,few-shot,0,12,4,48,0
2904,23,Gemma-SEA-LION v4 4B,chain-of-thought,0,12,17,204,0
2905,23,Gemma-SEA-LION v4 4B,structured-output,0,12,16,192,0
2906,23,MedGemma 4B,zero-shot,0,12,17,204,0
2907,23,MedGemma 4B,few-shot,0,12,17,204,0
2908,23,MedGemma 4B,chain-of-thought,0,12,14,168,0
2909,23,MedGemma 4B,structured-output,0,12,17,204,0
2910,24,Llama 3.2 3B Instruct,zero-shot,0,15,7,105,0
2911,24,Llama 3.2 3B Instruct,few-shot,0,15,1,15,0
2912,24,Llama 3.2 3B Instruct,chain-of-thought,0,15,11,165,0
2913,24,Llama 3.2 3B Instruct,structured-output,0,15,7,105,0
2914,24,Phi-4-mini 3.8B Instruct,zero-shot,0,15,7,105,0
2915,24,Phi-4-mini 3.8B Instruct,few-shot,0,15,13,195,0
2916,24,Phi-4-mini 3.8B Instruct,chain-of-thought,0,15,9,135,0
2917,24,Phi-4-mini 3.8B Instruct,structured-output,0,15,13,195,0
2918,24,Qwen 2.5 3B Instruct,zero-shot,0,15,8,120,0
2919,24,Qwen 2.5 3B Instruct,few-shot,0,15,8,120,0
2920,24,Qwen 2.5 3B Instruct,chain-of-thought,0,15,8,120,0
2921,24,Qwen 2.5 3B Instruct,structured-output,0,15,11,165,0
2922,24,Gemma-SEA-LION v4 4B,zero-shot,0,15,9,135,0
2923,24,Gemma-SEA-LION v4 4B,few-shot,0,15,12,180,0
2924,24,Gemma-SEA-LION v4 4B,chain-of-thought,0,15,14,210,0
2925,24,Gemma-SEA-LION v4 4B,structured-output,0,15,12,180,0
2926,24,MedGemma 4B,zero-shot,0,15,15,225,0
2927,24,MedGemma 4B,few-shot,0,15,15,225,0
2928,24,MedGemma 4B,chain-of-thought,0,15,12,180,0
2929,24,MedGemma 4B,structured-output,0,15,16,240,0
2930,25,Llama 3.2 3B Instruct,zero-shot,0,11,11,121,0
2931,25,Llama 3.2 3B Instruct,few-shot,0,11,10,110,0
2932,25,Llama 3.2 3B Instruct,chain-of-thought,0,11,11,121,0
2933,25,Llama 3.2 3B Instruct,structured-output,0,11,10,110,0
2935,25,Phi-4-mini 3.8B Instruct,few-shot,0,11,9,99,0
2936,25,Phi-4-mini 3.8B Instruct,chain-of-thought,0,11,9,99,0
2937,25,Phi-4-mini 3.8B Instruct,structured-output,0,11,9,99,0
2938,25,Qwen 2.5 3B Instruct,zero-shot,0,11,9,99,0
2939,25,Qwen 2.5 3B Instruct,few-shot,0,11,9,99,0
2940,25,Qwen 2.5 3B Instruct,chain-of-thought,0,11,9,99,0
2941,25,Qwen 2.5 3B Instruct,structured-output,0,11,10,110,0
2942,25,Gemma-SEA-LION v4 4B,zero-shot,0,11,12,132,0
2943,25,Gemma-SEA-LION v4 4B,few-shot,0,11,9,99,0
2944,25,Gemma-SEA-LION v4 4B,chain-of-thought,0,11,12,132,0
2945,25,Gemma-SEA-LION v4 4B,structured-output,0,11,12,132,0
2946,25,MedGemma 4B,zero-shot,0,11,12,132,0
2947,25,MedGemma 4B,few-shot,0,11,9,99,0
2948,25,MedGemma 4B,chain-of-thought,0,11,12,132,0
2949,25,MedGemma 4B,structured-output,0,11,12,132,0
2950,26,Llama 3.2 3B Instruct,zero-shot,0,16,15,240,0
2951,26,Llama 3.2 3B Instruct,few-shot,0,16,11,176,0
2953,26,Llama 3.2 3B Instruct,structured-output,0,16,9,144,0
2954,26,Phi-4-mini 3.8B Instruct,zero-shot,0,16,9,144,0
2955,26,Phi-4-mini 3.8B Instruct,few-shot,0,16,17,272,0
2956,26,Phi-4-mini 3.8B Instruct,chain-of-thought,0,16,12,192,0
2957,26,Phi-4-mini 3.8B Instruct,structured-output,0,16,7,112,0
2958,26,Qwen 2.5 3B Instruct,zero-shot,0,16,10,160,0
2959,26,Qwen 2.5 3B Instruct,few-shot,0,16,8,128,0
2960,26,Qwen 2.5 3B Instruct,chain-of-thought,0,16,8,128,0
2961,26,Qwen 2.5 3B Instruct,structured-output,0,16,8,128,0
2962,26,Gemma-SEA-LION v4 4B,zero-shot,0,16,18,288,0
2963,26,Gemma-SEA-LION v4 4B,few-shot,0,16,18,288,0
2964,26,Gemma-SEA-LION v4 4B,chain-of-thought,0,16,18,288,0
2965,26,Gemma-SEA-LION v4 4B,structured-output,0,16,16,256,0
2966,26,MedGemma 4B,zero-shot,0,16,14,224,0
2967,26,MedGemma 4B,few-shot,0,16,12,192,0
2968,26,MedGemma 4B,chain-of-thought,0,16,15,240,0
2969,26,MedGemma 4B,structured-output,0,16,17,272,0
2971,27,Llama 3.2 3B Instruct,few-shot,0,3,2,6,0
2973,27,Llama 3.2 3B Instruct,structured-output,0,3,2,6,0
2975,27,Phi-4-mini 3.8B Instruct,few-shot,0,3,2,6,0
2977,27,Phi-4-mini 3.8B Instruct,structured-output,0,3,2,6,0
2978,27,Qwen 2.5 3B Instruct,zero-shot,0,3,3,9,0
2981,27,Qwen 2.5 3B Instruct,structured-output,0,3,2,6,0
2982,27,Gemma-SEA-LION v4 4B,zero-shot,0,3,3,9,0
2983,27,Gemma-SEA-LION v4 4B,few-shot,0,3,3,9,0
2984,27,Gemma-SEA-LION v4 4B,chain-of-thought,0,3,3,9,0
2985,27,Gemma-SEA-LION v4 4B,structured-output,0,3,3,9,0
2986,27,MedGemma 4B,zero-shot,0,3,2,6,0
2987,27,MedGemma 4B,few-shot,0,3,3,9,0
2988,27,MedGemma 4B,chain-of-thought,0,3,4,12,0
2989,27,MedGemma 4B,structured-output,0,3,3,9,0
2990,28,Llama 3.2 3B Instruct,zero-shot,0,13,9,117,0
2991,28,Llama 3.2 3B Instruct,few-shot,0,13,2,26,0
2993,28,Llama 3.2 3B Instruct,structured-output,0,13,3,39,0
2995,28,Phi-4-mini 3.8B Instruct,few-shot,0,13,2,26,0
2996,28,Phi-4-mini 3.8B Instruct,chain-of-thought,0,13,14,182,0
2997,28,Phi-4-mini 3.8B Instruct,structured-output,0,13,4,52,0
2998,28,Qwen 2.5 3B Instruct,zero-shot,0,13,14,182,0
2999,28,Qwen 2.5 3B Instruct,few-shot,0,13,7,91,0
3000,28,Qwen 2.5 3B Instruct,chain-of-thought,0,13,7,91,0
3001,28,Qwen 2.5 3B Instruct,structured-output,0,13,16,208,0
3002,28,Gemma-SEA-LION v4 4B,zero-shot,0,13,14,182,0
3003,28,Gemma-SEA-LION v4 4B,few-shot,0,13,13,169,0
3005,28,Gemma-SEA-LION v4 4B,structured-output,0,13,15,195,0
3006,28,MedGemma 4B,zero-shot,0,13,11,143,0
3007,28,MedGemma 4B,few-shot,0,13,13,169,0
3008,28,MedGemma 4B,chain-of-thought,0,13,13,169,0
3009,28,MedGemma 4B,structured-output,0,13,13,169,0
3010,29,Llama 3.2 3B Instruct,zero-shot,0,13,3,39,0
3012,29,Llama 3.2 3B Instruct,chain-of-thought,0,13,14,182,0
3014,29,Phi-4-mini 3.8B Instruct,zero-shot,0,13,2,26,0
3016,29,Phi-4-mini 3.8B Instruct,chain-of-thought,0,13,2,26,0
3017,29,Phi-4-mini 3.8B Instruct,structured-output,0,13,2,26,0
3018,29,Qwen 2.5 3B Instruct,zero-shot,0,13,9,117,0
3019,29,Qwen 2.5 3B Instruct,few-shot,0,13,6,78,0
3022,29,Gemma-SEA-LION v4 4B,zero-shot,0,13,13,169,0
3023,29,Gemma-SEA-LION v4 4B,few-shot,0,13,15,195,0
3024,29,Gemma-SEA-LION v4 4B,chain-of-thought,0,13,13,169,0
3025,29,Gemma-SEA-LION v4 4B,structured-output,0,13,13,169,0
3026,29,MedGemma 4B,zero-shot,0,13,15,195,0
3027,29,MedGemma 4B,few-shot,0,13,15,195,0
3028,29,MedGemma 4B,chain-of-thought,0,13,15,195,0
3029,29,MedGemma 4B,structured-output,0,13,14,182,0
3030,30,Llama 3.2 3B Instruct,zero-shot,0,10,1,10,0
3031,30,Llama 3.2 3B Instruct,few-shot,0,10,3,30,0
3035,30,Phi-4-mini 3.8B Instruct,few-shot,0,10,5,50,0
3036,30,Phi-4-mini 3.8B Instruct,chain-of-thought,0,10,5,50,0
3038,30,Qwen 2.5 3B Instruct,zero-shot,0,10,7,70,0
3039,30,Qwen 2.5 3B Instruct,few-shot,0,10,8,80,0
3040,30,Qwen 2.5 3B Instruct,chain-of-thought,0,10,8,80,0
3041,30,Qwen 2.5 3B Instruct,structured-output,0,10,10,100,0
3042,30,Gemma-SEA-LION v4 4B,zero-shot,0,10,10,100,0
3043,30,Gemma-SEA-LION v4 4B,few-shot,0,10,9,90,0
3044,30,Gemma-SEA-LION v4 4B,chain-of-thought,0,10,12,120,0
3045,30,Gemma-SEA-LION v4 4B,structured-output,0,10,8,80,0
3046,30,MedGemma 4B,zero-shot,0,10,8,80,0
3047,30,MedGemma 4B,few-shot,0,10,11,110,0
3048,30,MedGemma 4B,chain-of-thought,0,10,9,90,0
3049,30,MedGemma 4B,structured-output,0,10,12,120,0
